type	modified	license	rightsholder	accessrights	bibliographiccitation	references	institutionid	collectionid	datasetid	institutioncode	collectioncode	datasetname	basisofrecord	informationwithheld	datageneralizations	dynamicproperties	occurrenceid	catalognumber	recordnumber	recordedby	individualcount	sex	lifestage	reproductivecondition	behavior	establishmentmeans	occurrencestatus	preparations	disposition	associatedmedia	associatedreferences	associatedsequences	associatedtaxa	othercatalognumbers	occurrenceremarks	organismid	organismname	organismscope	associatedoccurrences	associatedorganisms	previousidentifications	organismremarks	materialsampleid	eventid	fieldnumber	eventdate	eventtime	startdayofyear	enddayofyear	year	month	day	verbatimeventdate	habitat	samplingprotocol	samplingeffort	fieldnotes	eventremarks	locationid	highergeographyid	highergeography	continent	waterbody	islandgroup	island	country	countrycode	stateprovince	county	municipality	locality	verbatimlocality	minimumelevationinmeters	maximumelevationinmeters	verbatimelevation	minimumdepthinmeters	maximumdepthinmeters	verbatimdepth	minimumdistanceabovesurfaceinmeters	maximumdistanceabovesurfaceinmeters	locationaccordingto	locationremarks	decimallatitude	decimallongitude	geodeticdatum	coordinateuncertaintyinmeters	coordinateprecision	verbatimcoordinates	verbatimlatitude	verbatimlongitude	verbatimcoordinatesystem	verbatimsrs	footprintwkt	footprintsrs	georeferencedby	georeferenceddate	georeferenceprotocol	georeferencesources	georeferenceverificationstatus	georeferenceremarks	geologicalcontextid	earliesteonorlowesteonothem	latesteonorhighesteonothem	earliesteraorlowesterathem	latesteraorhighesterathem	earliestperiodorlowestsystem	latestperiodorhighestsystem	earliestepochorlowestseries	latestepochorhighestseries	earliestageorloweststage	latestageorhigheststage	lowestbiostratigraphiczone	highestbiostratigraphiczone	lithostratigraphicterms	group	formation	member	bed	identificationid	identificationqualifier	typestatus	identifiedby	dateidentified	identificationreferences	identificationverificationstatus	identificationremarks	scientificnameid	namepublishedinid	scientificname	acceptednameusage	originalnameusage	namepublishedin	namepublishedinyear	higherclassification	kingdom	phylum	class	order	family	genus	subgenus	specificepithet	infraspecificepithet	taxonrank	verbatimtaxonrank	scientificnameauthorship	vernacularname	nomenclaturalcode	taxonomicstatus	taxonremarks	lengthinmm	lengthtype	lengthunitsinferred	massing	massunitsinferred	underivedlifestage	underivedsex	dataset_url	dataset_citation	gbifdatasetid	gbifpublisherid	dataset_contact_email	dataset_contact	dataset_pubdate	lastindexed	migrator_version	hasmedia	hastissue	wascaptive	isfossil	isarch	vntype	haslength
PhysicalObject	2016-11-08 21:53:00.0	http://creativecommons.org/publicdomain/zero/1.0/		http://vertnet.org/resources/norms.html	Natural History Museum of Utah. UMNH Mammals Collection (Arctos). Record ID: http://arctos.database.museum/guid/UMNH:Mamm:18452?seid=3306689. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=umnh_mammals (source published on 2017-09-26)	http://arctos.database.museum/guid/UMNH:Mamm:18452	http://biocol.org/urn:lsid:biocol.org:col:34862	http://grbio.org/cool/74zs-fm7j		UMNH	Mammal specimens		PreservedSpecimen			sex=female	http://arctos.database.museum/guid/UMNH:Mamm:18452?seid=3306689	18452		Collector(s): N. R. Hawkes	1	female						skull								http://arctos.database.museum/guid/UMNH:Mamm:18452					<i>Lepus townsendii townsendii</i> (accepted ID) identified by unknown on 2016-10-24; method: legacy					1961-05-12		132	132	1961	05	12	5/12/1961					OCCURRENCEREMARKS: wild caught; ESTABLISHMENTMEANS: native			North America, United States, Utah, Cache County	North America				United States		Utah	Cache County		2 mi S Hardware Ranch	United States | Utah | Cache	1706.88	1706.88							unknown	VERBATIMELEVATION: 5600	41.57296	-111.565	North American Datum 1927	3729		41.57296/-111.565			decimal degrees				unknown	2016-10-24	not recorded	not recorded	unverified																					A		unknown	2016-10-24		legacy				Lepus townsendii townsendii					Animalia; Chordata; Mammalia; Lagomorpha; Leporidae;	Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii	townsendii					ICZN									female		Natural History Museum of Utah. UMNH Mammals Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=umnh_mammals (source published on 2017-09-26)	06a00852-f764-4fb8-80d4-ca51f0918459	2d6267a0-0561-11d8-b851-b8a03c50a862	https://nhmu.utah.edu	Eric Rickart	2017-09-26	2017-10-19	no migrator	0	0	0	0		specimen	0
PhysicalObject	2017-09-05 09:05:20.0	http://creativecommons.org/publicdomain/zero/1.0/		http://vertnet.org/resources/norms.html	Natural History Museum of Utah. UMNH Mammals Collection (Arctos). Record ID: http://arctos.database.museum/guid/UMNH:Mamm:18886?seid=3308249. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=umnh_mammals (source published on 2017-09-26)	http://arctos.database.museum/guid/UMNH:Mamm:18886	http://biocol.org/urn:lsid:biocol.org:col:34862	http://grbio.org/cool/74zs-fm7j		UMNH	Mammal specimens		PreservedSpecimen			sex=male	http://arctos.database.museum/guid/UMNH:Mamm:18886?seid=3308249	18886		Collector(s): William S. Kidder	1	male						skin; skin sample; skull								http://arctos.database.museum/guid/UMNH:Mamm:18886					<i>Lepus townsendii townsendii</i> (accepted ID) identified by unknown on 2016-10-24; method: legacy					1963-08-02		214	214	1963	08	02	8/2/1963					OCCURRENCEREMARKS: wild caught; ESTABLISHMENTMEANS: native			North America, United States, Utah, Rich County	North America				United States		Utah	Rich County		Mollie Spring	United States | Utah | Rich	2148.84	2148.84							unknown	VERBATIMELEVATION: 7050	41.56	-111.19676	North American Datum 1927	46993		41.56/-111.19676			decimal degrees				unknown	2016-10-24	not recorded	not recorded	unverified																					A		unknown	2016-10-24		legacy				Lepus townsendii townsendii					Animalia; Chordata; Mammalia; Lagomorpha; Leporidae;	Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii	townsendii					ICZN									male		Natural History Museum of Utah. UMNH Mammals Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=umnh_mammals (source published on 2017-09-26)	06a00852-f764-4fb8-80d4-ca51f0918459	2d6267a0-0561-11d8-b851-b8a03c50a862	https://nhmu.utah.edu	Eric Rickart	2017-09-26	2017-10-19	no migrator	0	0	0	0		specimen	0
PhysicalObject	2017-09-05 09:05:27.0	http://creativecommons.org/publicdomain/zero/1.0/		http://vertnet.org/resources/norms.html	Natural History Museum of Utah. UMNH Mammals Collection (Arctos). Record ID: http://arctos.database.museum/guid/UMNH:Mamm:20224?seid=3309575. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=umnh_mammals (source published on 2017-09-26)	http://arctos.database.museum/guid/UMNH:Mamm:20224	http://biocol.org/urn:lsid:biocol.org:col:34862	http://grbio.org/cool/74zs-fm7j		UMNH	Mammal specimens		PreservedSpecimen			sex=female	http://arctos.database.museum/guid/UMNH:Mamm:20224?seid=3309575	20224		Collector(s): Robert N. Reynolds	1	female						skin; skin sample; skull								http://arctos.database.museum/guid/UMNH:Mamm:20224					<i>Lepus townsendii townsendii</i> (accepted ID) identified by unknown on 2016-10-24; method: legacy					1964-07-27		209	209	1964	07	27	7/27/1964					OCCURRENCEREMARKS: wild caught; ESTABLISHMENTMEANS: native			North America, United States, Utah, Rich County	North America				United States		Utah	Rich County		Otter Creek, 3 mi N Randolph	United States | Utah | Rich	1920.24	1920.24							unknown	VERBATIMELEVATION: 6300	41.71879	-111.21291	North American Datum 1927	14967		41.71879/-111.21291			decimal degrees				unknown	2016-10-24	not recorded	not recorded	unverified																					A		unknown	2016-10-24		legacy				Lepus townsendii townsendii					Animalia; Chordata; Mammalia; Lagomorpha; Leporidae;	Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii	townsendii					ICZN									female		Natural History Museum of Utah. UMNH Mammals Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=umnh_mammals (source published on 2017-09-26)	06a00852-f764-4fb8-80d4-ca51f0918459	2d6267a0-0561-11d8-b851-b8a03c50a862	https://nhmu.utah.edu	Eric Rickart	2017-09-26	2017-10-19	no migrator	0	0	0	0		specimen	0
PhysicalObject	2016-11-08 21:57:55.0	http://creativecommons.org/publicdomain/zero/1.0/		http://vertnet.org/resources/norms.html	Natural History Museum of Utah. UMNH Mammals Collection (Arctos). Record ID: http://arctos.database.museum/guid/UMNH:Mamm:20449?seid=3307501. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=umnh_mammals (source published on 2017-09-26)	http://arctos.database.museum/guid/UMNH:Mamm:20449	http://biocol.org/urn:lsid:biocol.org:col:34862	http://grbio.org/cool/74zs-fm7j		UMNH	Mammal specimens		PreservedSpecimen			sex=male	http://arctos.database.museum/guid/UMNH:Mamm:20449?seid=3307501	20449		Collector(s): Robert N. Reynolds	1	male						skull								http://arctos.database.museum/guid/UMNH:Mamm:20449					<i>Lepus townsendii townsendii</i> (accepted ID) identified by unknown on 2016-10-24; method: legacy					1964-08-07		220	220	1964	08	07	8/7/1964					OCCURRENCEREMARKS: wild caught; ESTABLISHMENTMEANS: native			North America, United States, Utah, Daggett County	North America				United States		Utah	Daggett County		Birch Creek, 4 mi S Wyoming state line	United States | Utah | Daggett	2499.36	2499.36							unknown	VERBATIMELEVATION: 8200	40.93528	-110.00566	North American Datum 1927	415		40.93528/-110.00566			decimal degrees				unknown	2016-10-24	not recorded	not recorded	unverified																					A		unknown	2016-10-24		legacy				Lepus townsendii townsendii					Animalia; Chordata; Mammalia; Lagomorpha; Leporidae;	Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii	townsendii					ICZN									male		Natural History Museum of Utah. UMNH Mammals Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=umnh_mammals (source published on 2017-09-26)	06a00852-f764-4fb8-80d4-ca51f0918459	2d6267a0-0561-11d8-b851-b8a03c50a862	https://nhmu.utah.edu	Eric Rickart	2017-09-26	2017-10-19	no migrator	0	0	0	0		specimen	0
PhysicalObject	2016-11-08 22:17:18.0	http://creativecommons.org/publicdomain/zero/1.0/		http://vertnet.org/resources/norms.html	Natural History Museum of Utah. UMNH Mammals Collection (Arctos). Record ID: http://arctos.database.museum/guid/UMNH:Mamm:21986?seid=3310546. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=umnh_mammals (source published on 2017-09-26)	http://arctos.database.museum/guid/UMNH:Mamm:21986	http://biocol.org/urn:lsid:biocol.org:col:34862	http://grbio.org/cool/74zs-fm7j		UMNH	Mammal specimens		PreservedSpecimen				http://arctos.database.museum/guid/UMNH:Mamm:21986?seid=3310546	21986		Collector(s): Boyd L. Dearden	1							skull								http://arctos.database.museum/guid/UMNH:Mamm:21986					<i>Lepus townsendii townsendii</i> (accepted ID) identified by unknown on 2016-10-24; method: legacy					1965-01-01	1965-01-01/1965-12-31	1	1	1965	1	1	5/18/1905					OCCURRENCEREMARKS: wild caught; ESTABLISHMENTMEANS: native			North America, United States, Utah, Summit County	North America				United States		Utah	Summit County		Castle Rock, Moore Ranch	United States | Utah | Summit	1981.2	1981.2							unknown	VERBATIMELEVATION: 6500	41.11167	-111.2025	North American Datum 1927	402		41.11167/-111.2025			decimal degrees				unknown	2016-10-24	not recorded	not recorded	unverified																					A		unknown	2016-10-24		legacy				Lepus townsendii townsendii					Animalia; Chordata; Mammalia; Lagomorpha; Leporidae;	Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii	townsendii					ICZN											Natural History Museum of Utah. UMNH Mammals Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=umnh_mammals (source published on 2017-09-26)	06a00852-f764-4fb8-80d4-ca51f0918459	2d6267a0-0561-11d8-b851-b8a03c50a862	https://nhmu.utah.edu	Eric Rickart	2017-09-26	2017-10-19	no migrator	0	0	0	0		specimen	0
PhysicalObject	2016-11-08 22:17:27.0	http://creativecommons.org/publicdomain/zero/1.0/		http://vertnet.org/resources/norms.html	Natural History Museum of Utah. UMNH Mammals Collection (Arctos). Record ID: http://arctos.database.museum/guid/UMNH:Mamm:21989?seid=3310571. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=umnh_mammals (source published on 2017-09-26)	http://arctos.database.museum/guid/UMNH:Mamm:21989	http://biocol.org/urn:lsid:biocol.org:col:34862	http://grbio.org/cool/74zs-fm7j		UMNH	Mammal specimens		PreservedSpecimen				http://arctos.database.museum/guid/UMNH:Mamm:21989?seid=3310571	21989		Collector(s): Boyd L. Dearden	1							skull								http://arctos.database.museum/guid/UMNH:Mamm:21989					<i>Lepus townsendii townsendii</i> (accepted ID) identified by unknown on 2016-10-24; method: legacy					1965-01-01	1965-01-01/1965-12-31	1	1	1965	1	1	5/18/1905					OCCURRENCEREMARKS: wild caught; ESTABLISHMENTMEANS: native			North America, United States, Utah, Summit County	North America				United States		Utah	Summit County		Castle Rock, Moore Ranch	United States | Utah | Summit	1981.2	1981.2							unknown	VERBATIMELEVATION: 6500	41.11167	-111.2025	North American Datum 1927	402		41.11167/-111.2025			decimal degrees				unknown	2016-10-24	not recorded	not recorded	unverified																					A		unknown	2016-10-24		legacy				Lepus townsendii townsendii					Animalia; Chordata; Mammalia; Lagomorpha; Leporidae;	Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii	townsendii					ICZN											Natural History Museum of Utah. UMNH Mammals Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=umnh_mammals (source published on 2017-09-26)	06a00852-f764-4fb8-80d4-ca51f0918459	2d6267a0-0561-11d8-b851-b8a03c50a862	https://nhmu.utah.edu	Eric Rickart	2017-09-26	2017-10-19	no migrator	0	0	0	0		specimen	0
PhysicalObject	2017-09-05 09:05:37.0	http://creativecommons.org/publicdomain/zero/1.0/		http://vertnet.org/resources/norms.html	Natural History Museum of Utah. UMNH Mammals Collection (Arctos). Record ID: http://arctos.database.museum/guid/UMNH:Mamm:22367?seid=3310821. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=umnh_mammals (source published on 2017-09-26)	http://arctos.database.museum/guid/UMNH:Mamm:22367	http://biocol.org/urn:lsid:biocol.org:col:34862	http://grbio.org/cool/74zs-fm7j		UMNH	Mammal specimens		PreservedSpecimen				http://arctos.database.museum/guid/UMNH:Mamm:22367?seid=3310821	22367		Collector(s): Boyd L. Dearden	1							skin; skin sample								http://arctos.database.museum/guid/UMNH:Mamm:22367					<i>Lepus townsendii townsendii</i> (accepted ID) identified by unknown on 2016-10-24; method: legacy					1966-07-06		187	187	1966	07	06	7/6/1966					OCCURRENCEREMARKS: wild caught; ESTABLISHMENTMEANS: native			North America, United States, Utah, Summit County	North America				United States		Utah	Summit County		Chalk Creek Basin, T3N, R8E, section 19	United States | Utah | Summit	2286	2286							unknown	VERBATIMELEVATION: 7500	40.9804	-111.085	North American Datum 1927	1138		40.9804/-111.085			decimal degrees				unknown	2016-10-24	not recorded	not recorded	unverified																					A		unknown	2016-10-24		legacy				Lepus townsendii townsendii					Animalia; Chordata; Mammalia; Lagomorpha; Leporidae;	Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii	townsendii					ICZN											Natural History Museum of Utah. UMNH Mammals Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=umnh_mammals (source published on 2017-09-26)	06a00852-f764-4fb8-80d4-ca51f0918459	2d6267a0-0561-11d8-b851-b8a03c50a862	https://nhmu.utah.edu	Eric Rickart	2017-09-26	2017-10-19	no migrator	0	0	0	0		specimen	0
PhysicalObject	2017-09-05 09:05:49.0	http://creativecommons.org/publicdomain/zero/1.0/		http://vertnet.org/resources/norms.html	Natural History Museum of Utah. UMNH Mammals Collection (Arctos). Record ID: http://arctos.database.museum/guid/UMNH:Mamm:23774?seid=3312783. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=umnh_mammals (source published on 2017-09-26)	http://arctos.database.museum/guid/UMNH:Mamm:23774	http://biocol.org/urn:lsid:biocol.org:col:34862	http://grbio.org/cool/74zs-fm7j		UMNH	Mammal specimens		PreservedSpecimen			sex=male	http://arctos.database.museum/guid/UMNH:Mamm:23774?seid=3312783	23774		Collector(s): George D. Bear	1	male						skin; skin sample								http://arctos.database.museum/guid/UMNH:Mamm:23774					<i>Lepus townsendii townsendii</i> (accepted ID) identified by unknown on 2016-10-24; method: legacy					1960-08-11		224	224	1960	08	11	8/11/1960					OCCURRENCEREMARKS: wild caught; ESTABLISHMENTMEANS: native			North America, United States, Colorado, Saguache County	North America				United States		Colorado	Saguache County		Cochetopa Park, 26 mi SE Gunnison	United States | Colorado | Saguache									unknown		37.9261266	-106.3385789	North American Datum 1927	2000		37.9261266/-106.3385789			decimal degrees				unknown	2016-10-24	not recorded	not recorded	unverified																					A		unknown	2016-10-24		legacy				Lepus townsendii townsendii					Animalia; Chordata; Mammalia; Lagomorpha; Leporidae;	Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii	townsendii					ICZN									male		Natural History Museum of Utah. UMNH Mammals Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=umnh_mammals (source published on 2017-09-26)	06a00852-f764-4fb8-80d4-ca51f0918459	2d6267a0-0561-11d8-b851-b8a03c50a862	https://nhmu.utah.edu	Eric Rickart	2017-09-26	2017-10-19	no migrator	0	0	0	0		specimen	0
PhysicalObject	2017-09-05 09:05:53.0	http://creativecommons.org/publicdomain/zero/1.0/		http://vertnet.org/resources/norms.html	Natural History Museum of Utah. UMNH Mammals Collection (Arctos). Record ID: http://arctos.database.museum/guid/UMNH:Mamm:23775?seid=3312750. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=umnh_mammals (source published on 2017-09-26)	http://arctos.database.museum/guid/UMNH:Mamm:23775	http://biocol.org/urn:lsid:biocol.org:col:34862	http://grbio.org/cool/74zs-fm7j		UMNH	Mammal specimens		PreservedSpecimen			sex=male	http://arctos.database.museum/guid/UMNH:Mamm:23775?seid=3312750	23775		Collector(s): George D. Bear	1	male						skin; skin sample								http://arctos.database.museum/guid/UMNH:Mamm:23775					<i>Lepus townsendii townsendii</i> (accepted ID) identified by unknown on 2016-10-24; method: legacy					1960-08-22		235	235	1960	08	22	8/22/1960					OCCURRENCEREMARKS: wild caught; ESTABLISHMENTMEANS: native			North America, United States, Colorado, Saguache County	North America				United States		Colorado	Saguache County		Cochetopa Park, 26 mi SE Gunnison	United States | Colorado | Saguache									unknown		37.9261266	-106.3385789	North American Datum 1927	2000		37.9261266/-106.3385789			decimal degrees				unknown	2016-10-24	not recorded	not recorded	unverified																					A		unknown	2016-10-24		legacy				Lepus townsendii townsendii					Animalia; Chordata; Mammalia; Lagomorpha; Leporidae;	Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii	townsendii					ICZN									male		Natural History Museum of Utah. UMNH Mammals Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=umnh_mammals (source published on 2017-09-26)	06a00852-f764-4fb8-80d4-ca51f0918459	2d6267a0-0561-11d8-b851-b8a03c50a862	https://nhmu.utah.edu	Eric Rickart	2017-09-26	2017-10-19	no migrator	0	0	0	0		specimen	0
PhysicalObject	2017-09-05 09:08:12.0	http://creativecommons.org/publicdomain/zero/1.0/		http://vertnet.org/resources/norms.html	Natural History Museum of Utah. UMNH Mammals Collection (Arctos). Record ID: http://arctos.database.museum/guid/UMNH:Mamm:23776?seid=3312751. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=umnh_mammals (source published on 2017-09-26)	http://arctos.database.museum/guid/UMNH:Mamm:23776	http://biocol.org/urn:lsid:biocol.org:col:34862	http://grbio.org/cool/74zs-fm7j		UMNH	Mammal specimens		PreservedSpecimen			sex=male	http://arctos.database.museum/guid/UMNH:Mamm:23776?seid=3312751	23776		Collector(s): George D. Bear	1	male						skin; skin sample								http://arctos.database.museum/guid/UMNH:Mamm:23776					<i>Lepus townsendii townsendii</i> (accepted ID) identified by unknown on 2016-10-24; method: legacy					1959-12-30		364	364	1959	12	30	12/30/1959					OCCURRENCEREMARKS: wild caught; ESTABLISHMENTMEANS: native			North America, United States, Colorado, Saguache County	North America				United States		Colorado	Saguache County		NE of Agency Ranger Station, Cochetopa Park	United States | Colorado | Saguache									unknown		38.2098737	-106.8142096	North American Datum 1927	1609		38.2098737/-106.8142096			decimal degrees				unknown	2016-10-24	not recorded	not recorded	unverified																					A		unknown	2016-10-24		legacy				Lepus townsendii townsendii					Animalia; Chordata; Mammalia; Lagomorpha; Leporidae;	Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii	townsendii					ICZN									male		Natural History Museum of Utah. UMNH Mammals Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=umnh_mammals (source published on 2017-09-26)	06a00852-f764-4fb8-80d4-ca51f0918459	2d6267a0-0561-11d8-b851-b8a03c50a862	https://nhmu.utah.edu	Eric Rickart	2017-09-26	2017-10-19	no migrator	0	0	0	0		specimen	0
PhysicalObject	2017-09-05 09:08:15.0	http://creativecommons.org/publicdomain/zero/1.0/		http://vertnet.org/resources/norms.html	Natural History Museum of Utah. UMNH Mammals Collection (Arctos). Record ID: http://arctos.database.museum/guid/UMNH:Mamm:23778?seid=3312534. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=umnh_mammals (source published on 2017-09-26)	http://arctos.database.museum/guid/UMNH:Mamm:23778	http://biocol.org/urn:lsid:biocol.org:col:34862	http://grbio.org/cool/74zs-fm7j		UMNH	Mammal specimens		PreservedSpecimen			sex=male	http://arctos.database.museum/guid/UMNH:Mamm:23778?seid=3312534	23778		Collector(s): George D. Bear	1	male						skin; skin sample; skull								http://arctos.database.museum/guid/UMNH:Mamm:23778					<i>Lepus townsendii townsendii</i> (accepted ID) identified by unknown on 2016-10-24; method: legacy					1959-12-29		363	363	1959	12	29	12/29/1959					OCCURRENCEREMARKS: wild caught; ESTABLISHMENTMEANS: native			North America, United States, Colorado, Saguache County	North America				United States		Colorado	Saguache County		1 mi NE Old Agency Ranger Station	United States | Colorado | Saguache									unknown		38.2098737	-106.8142096	North American Datum 1927	500		38.2098737/-106.8142096			decimal degrees				unknown	2016-10-24	not recorded	not recorded	unverified																					A		unknown	2016-10-24		legacy				Lepus townsendii townsendii					Animalia; Chordata; Mammalia; Lagomorpha; Leporidae;	Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii	townsendii					ICZN									male		Natural History Museum of Utah. UMNH Mammals Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=umnh_mammals (source published on 2017-09-26)	06a00852-f764-4fb8-80d4-ca51f0918459	2d6267a0-0561-11d8-b851-b8a03c50a862	https://nhmu.utah.edu	Eric Rickart	2017-09-26	2017-10-19	no migrator	0	0	0	0		specimen	0
PhysicalObject	2017-09-05 09:08:17.0	http://creativecommons.org/publicdomain/zero/1.0/		http://vertnet.org/resources/norms.html	Natural History Museum of Utah. UMNH Mammals Collection (Arctos). Record ID: http://arctos.database.museum/guid/UMNH:Mamm:23779?seid=3313412. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=umnh_mammals (source published on 2017-09-26)	http://arctos.database.museum/guid/UMNH:Mamm:23779	http://biocol.org/urn:lsid:biocol.org:col:34862	http://grbio.org/cool/74zs-fm7j		UMNH	Mammal specimens		PreservedSpecimen			sex=male	http://arctos.database.museum/guid/UMNH:Mamm:23779?seid=3313412	23779		Collector(s): George D. Bear	1	male						skin; skin sample; skull								http://arctos.database.museum/guid/UMNH:Mamm:23779					<i>Lepus townsendii townsendii</i> (accepted ID) identified by unknown on 2016-10-24; method: legacy					1959-12-31		365	365	1959	12	31	12/31/1959					OCCURRENCEREMARKS: wild caught; ESTABLISHMENTMEANS: native			North America, United States, Colorado, Saguache County	North America				United States		Colorado	Saguache County		1 mi NE Old Agency Ranger Station	United States | Colorado | Saguache									unknown		38.2098737	-106.8142096	North American Datum 1927	500		38.2098737/-106.8142096			decimal degrees				unknown	2016-10-24	not recorded	not recorded	unverified																					A		unknown	2016-10-24		legacy				Lepus townsendii townsendii					Animalia; Chordata; Mammalia; Lagomorpha; Leporidae;	Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii	townsendii					ICZN									male		Natural History Museum of Utah. UMNH Mammals Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=umnh_mammals (source published on 2017-09-26)	06a00852-f764-4fb8-80d4-ca51f0918459	2d6267a0-0561-11d8-b851-b8a03c50a862	https://nhmu.utah.edu	Eric Rickart	2017-09-26	2017-10-19	no migrator	0	0	0	0		specimen	0
